AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
GirlsShoes_Atct_2,鞋子特賣,女童鞋特賣 買兩雙再送一雙,,-8,0
GirlsShoes_Atct_2,鞋子促销,女鞋促销 - 购买 2 双，第 3 双免费,,-7,0
GirlsShoes_Atct_2,Venda de Sapatos ,"Venda de Sapatos para Meninas Compre 2 pares, ganhe o terceiro grátis",,-6,0
GirlsShoes_Atct_2,Venta de calzado,Venta de calzado para niña: compre 2 pares y llévese el tercero gratis,,-5,0
GirlsShoes_Atct_2,Offerta scarpe ,"Offerta scarpe per ragazze. Acquistando 2 paia di scarpe, il terzo è in omaggio",,-4,0
GirlsShoes_Atct_2,Schuhe - Angebote ,"Angebote für Mädchenschuhe - 3 Paar kaufen, 2 Paar bezahlen",,-3,0
GirlsShoes_Atct_2,Soldes sur les chaussures ,"Soldes sur les chaussures pour fille, pour 2 paires achetées, la troisième gratuite",,-2,0
GirlsShoes_Atct_2,Shoe Sale ,"Girls' Shoe Sale Buy 2, get the 3rd for free",,-1,0
GirlsTops_Atct_1,Koszulki i bluzki,Koszulki i bluzki - 30% zniżki na koszulki i bluzki dziewczęce,,-22,0
GirlsTops_Atct_1,Topuri,Topuri & Reducere 30% la topuri &fete,,-21,0
GirlsTops_Atct_1,Футболки и топы,Футболки и топы: 30 % скидка на футболки и топы для девочек,,-20,0
GirlsTops_Atct_1,T シャツおよびトップス,T シャツおよびトップス 女の子用 T シャツおよびトップスが 30% 割引,,-10,0
GirlsTops_Atct_1,티셔츠 & 탑,여아용 티셔츠 & 탑 30% 할인 판매,,-9,0
GirlsTops_Atct_1,T 恤,T 恤和上衣 女童 T 恤和上衣七折,,-8,0
GirlsTops_Atct_1,T 恤上装,T 恤上装 - 女孩 T 恤和上装 30% 折扣,,-7,0
GirlsTops_Atct_1,Camisetas Tops,Camisetas e Tops 30% de desconto em camisetas e tops para meninas,,-6,0
GirlsTops_Atct_1,Camisetas/Polos/Bodies,Camisetas/Polos/Bodis; 30% de descuento en camisetas de niña,,-5,0
GirlsTops_Atct_1,Maglie e magliette,Maglie e magliette. 30% di sconto su maglie e magliette per ragazze,,-4,0
GirlsTops_Atct_1,T-Shirts - Oberteile,T-Shirts & Oberteile - 30% auf T-Shirts & Oberteile für Mädchen,,-3,0
GirlsTops_Atct_1,T-shirts et hauts,Moins 30 % sur les t-shirts et hauts pour fille,,-2,0
GirlsTops_Atct_1,Tees Tops,Tees & Tops 30% off girls t-shirts &tops,,-1,0
GirlsTops_Atct_2,Ciepłe swetry,Komputery stacjonarne i laptopy - skonfiguruj swoją wymarzoną maszynę,,-22,0
GirlsTops_Atct_2,Pulovere,Desktopuri & Laptopuri Configuraţi maşina dumneavoastră de vis,,-21,0
GirlsTops_Atct_2,Теплые свитеры,Настольные и портативные компьютеры: создайте компьютер своей мечты самостоятельно,,-20,0
GirlsTops_Atct_2,快適な暖かさのセーター,デスクトップおよびラップトップ 理想のマシンを構成できます,,-10,0
GirlsTops_Atct_2,포근한 스웨터,데스크탑 & 랩탑으로 꿈의 시스템 구성,,-9,0
GirlsTops_Atct_2,超暖毛衣,桌上型和筆記型電腦 配置您的夢幻裝備 ,,-8,0
GirlsTops_Atct_2,舒适毛衣,台式机和笔记本电脑 - 配置您的梦幻机器,,-7,0
GirlsTops_Atct_2,Suéteres Quentes,Desktops e Laptops Configure a máquina de seus sonhos,,-6,0
GirlsTops_Atct_2,Jerséis calientes,Los sistemas de sobremesa y los portátiles configuran la máquina de sus sueños,,-5,0
GirlsTops_Atct_2,Maglioni caldi,Desktop e laptop. Configura la tua macchina da sogno,,-4,0
GirlsTops_Atct_2,Warme Pullover,Desktop-PCs & Laptops - Konfigurieren Sie Ihren Wunschcomputer,,-3,0
GirlsTops_Atct_2,Des pulls bien chauds,Ordinateurs portables et de bureau. Configurez la machine de vos rêves,,-2,0
GirlsTops_Atct_2,Toasty Sweaters,Desktops & Laptops Configure your dream machine,,-1,0
MenAcc_Atct_1,Wyprzedaż,Wyprzedaż jedwabnych krawatów - 50% zniżki przy zakupie garnituru,,-22,0
MenAcc_Atct_1,Cravată de mătase,Reducere cravată mătase 50% reducere la achiziţionarea costumului,,-21,0
MenAcc_Atct_1,Шелковый галстук,Распродажа шелковых галстуков - скидка 50% при покупке костюма,,-20,0
MenAcc_Atct_1,絹ネクタイ,絹ネクタイの特売 スーツの購入で 50% 割引,,-10,0
MenAcc_Atct_1,실크 타이,정장용 실크 타이 50% 할인,,-9,0
MenAcc_Atct_1,絲質領帶,絲質領帶特賣 隨西裝購買打五折,,-8,0
MenAcc_Atct_1,丝绸领带,丝绸领带与西装一起购买可享受 50% 折扣,,-7,0
MenAcc_Atct_1,Gravata de Seda,Venda de Gravatas de Seda 50% de desconto com a compra de um terno,,-6,0
MenAcc_Atct_1,Corbata de seda,Corbata de seda: 50% de descuento con la compra de trajes,,-5,0
MenAcc_Atct_1,Cravatta di seta,Offerta cravatta di seta. 50% di sconto con l'acquisto dell'abito,,-4,0
MenAcc_Atct_1,Seidenkrawatten,Angebot für Seidenkrawatten - 50% bei Kauf eines Anzugs,,-3,0
MenAcc_Atct_1,Cravate en soie,"Soldes sur les cravates en soie, à moins 50 % pour l'achat d'un costume",,-2,0
MenAcc_Atct_1,Silk Tie,Silk Tie Sale 50% off with suit purchase,,-1,0
MenAcc_Atct_2,Garnitury,Wyprzedaż garniturów - 20% zniżki na garnitury męskie,,-22,0
MenAcc_Atct_2,Costume,Reducere costume 20% reducere la cosumte' bărbaţi,,-21,0
MenAcc_Atct_2,Приоденься,Приоденься: распродажа мужских костюмов со скидкой 20%,,-20,0
MenAcc_Atct_2,正装,礼服の特売 紳士用スーツが 20% 割引,,-10,0
MenAcc_Atct_2,유니폼,남성용 유니폼 20% 할인,,-9,0
MenAcc_Atct_2,西裝,西裝特賣 男士西裝八折,,-8,0
MenAcc_Atct_2,西装,西装享受男士西装 20% 折扣,,-7,0
MenAcc_Atct_2,Terno,Venda de Ternos 20% de desconto em ternos masculinos,,-6,0
MenAcc_Atct_2,Trajes,Venta de trajes: 20% de descuento en trajes de hombre,,-5,0
MenAcc_Atct_2,Abito da uomo,Offerta abito da uomo. 20% di sconto su completi da uomo,,-4,0
MenAcc_Atct_2,Anzüge,Angebot für Anzüge - 20% auf alle Anzüge für Männer,,-3,0
MenAcc_Atct_2,Plein feu sur les costumes,"Soldes sur les costumes, moins 20 % sur les costumes pour homme",,-2,0
MenAcc_Atct_2,Suit Up,Suit Up Sale 20% off men 's suits,,-1,0
MenJackets_Atct_1,Modna skóra,Modna skóra - 20% zniżki na męskie skórzane kurtki,,-22,0
MenJackets_Atct_1,Piele cool,Piele cool 20% reducere la jachete de piele' bărbaţi,,-21,0
MenJackets_Atct_1,Модная кожа,Модная кожа: скидка 20% на мужские кожаные куртки,,-20,0
MenJackets_Atct_1,クール・レザー,クール・レザー 紳士用レザー・ジャケットが 20% 割引,,-10,0
MenJackets_Atct_1,쿨 가죽 재킷,남성용 쿨 가죽 재킷 20% 할인,,-9,0
MenJackets_Atct_1,酷炫皮衣,酷炫皮衣 男士皮夾克八折 ,,-8,0
MenJackets_Atct_1,帅气皮衣,帅气皮衣 - 男士皮夹克 20% 折扣,,-7,0
MenJackets_Atct_1,Couro Moderno,Couro Moderno 20% de desconto em jaquetas de couro masculinas,,-6,0
MenJackets_Atct_1,Piel moderna,Piel moderna: 20% de descuento en chaquetas de piel para hombre,,-5,0
MenJackets_Atct_1,Pelle nappa,Pelle nappa. 20% di sconto su giacche in pelle da uomo,,-4,0
MenJackets_Atct_1,Cooles Leder,Cooles Leder - 20% auf alle Männer-Lederjacken,,-3,0
MenJackets_Atct_1,Cuir super-cool,"Cuir super-cool, moins 20 % sur les blousons en cuir pour homme",,-2,0
MenJackets_Atct_1,Cool Leather,Cool Leather 20% off men 's leather jackets,,-1,0
MenJackets_Atct_2,Luksusowy kaszmir,Luksusowy kaszmir - 15% zniżki na kaszmirowe płaszcze męskie,,-22,0
MenJackets_Atct_2,Caşmir luxurios,Caşmir luxurios 15% reducere haine caşmir ' bărbaţi,,-21,0
MenJackets_Atct_2,Роскошный кашемир,Роскошный кашемир: скидка 15% на мужские пальто с кашемиром,,-20,0
MenJackets_Atct_2,高級カシミヤ,高級カシミヤ 紳士用カシミア混紡コートが 15% 割引,,-10,0
MenJackets_Atct_2,럭셔리 캐시미어,남성용 럭셔리 캐시미어 혼방 코트 15% 할인,,-9,0
MenJackets_Atct_2,奢華喀什米爾羊毛,奢華喀什米爾羊毛 喀什米爾混紡羊毛男士外套八五折,,-8,0
MenJackets_Atct_2,奢华羊绒,奢华羊绒 - 男士羊绒混纺外套 15% 折扣,,-7,0
MenJackets_Atct_2,Caxemira Luxuosa,Caxemira Luxuosa 15% de desconto em casacos de mescla de caxemira masculinos,,-6,0
MenJackets_Atct_2,Cachemir de lujo,Cachemir de lujo: 15% de descuento en abrigos de cachemir,,-5,0
MenJackets_Atct_2,Cashmere di lusso,Cashmere di lusso. 15% di sconto su giacche misto cashmere da uomo,,-4,0
MenJackets_Atct_2,Luxuriöser Kaschmir,Luxuriöser Kaschmir - 15% auf alle Kaschmirmäntel für Männer,,-3,0
MenJackets_Atct_2,Cachemire de luxe,"Luxe du cachemire, moins 15 % sur les manteaux pour homme en cachemire mélangé",,-2,0
MenJackets_Atct_2,Luxurious Cashmere,Luxurious Cashmere 15% off men ' s cashmere blend coats,,-1,0
MenPants_Atct_1,Spodnie dżinsowe,Wygodne spodnie dżinsowe - 15% zniżki na dżinsy męskie,,-22,0
MenPants_Atct_1,Blugi,Blugi confortabili 15% reducere la denimc' casual bărbaţi,,-21,0
MenPants_Atct_1,Джинсы,Комфортные джинсы: скидка 15% на мужские джинсы в повседневном стиле,,-20,0
MenPants_Atct_1,ジーンズ,コンフォート・ジーンズ 紳士用カジュアル・デニムが 15% 割引,,-10,0
MenPants_Atct_1,청바지,편안한 남성용 캐주얼 진 15% 할인,,-9,0
MenPants_Atct_1,牛仔褲 ,舒適牛仔褲 男士丹寧休閒褲八五折,,-8,0
MenPants_Atct_1,牛仔裤,舒适牛仔裤 - 男士休闲牛仔裤 15% 折扣,,-7,0
MenPants_Atct_1,Confortáveis,Jeans Confortáveis 15% de desconto em denim informal masculino,,-6,0
MenPants_Atct_1,Tejanos,Tejanos cómodos: 15% de descuentos en pantalones vaqueros de hombre,,-5,0
MenPants_Atct_1,Jeans,Jeans comodo. 15% di sconto su denim casual da uomo,,-4,0
MenPants_Atct_1,Jeans,Bequeme Jeans - 15% auf Freizeit-Jeans für Männer,,-3,0
MenPants_Atct_1,Jeans,"Jeans confort, moins 15 % sur les jeans décontractés pour homme",,-2,0
MenPants_Atct_1,Jeans,Comfort Jeans 15% off men's casual denim,,-1,0
MenPants_Atct_2,Wyprzedaż obuwia,"Wyprzedaż obuwia męskiego - kup dwie pary, a trzecią dostaniesz za darmo",,-22,0
MenPants_Atct_2,Reduceri pantofi,"Reducere Pantofi bărbaţi' cumperi 2 perechi, pe a treia o primeşti pe gratis",,-21,0
MenPants_Atct_2,Распродажа обуви,Распродажа мужской обуви: при покупке двух пар третья - бесплатно,,-20,0
MenPants_Atct_2,靴の特売,紳士靴の特売 2 足購入すれば、3 足目が無料,,-10,0
MenPants_Atct_2,신발 판매,남성용 신발 두 켤레 구매 시 한 켤레 무료 증정,,-9,0
MenPants_Atct_2,鞋子特賣,男鞋特賣，買兩雙再送一雙,,-8,0
MenPants_Atct_2,鞋子促销,男鞋促销 - 购买 2 双，第 3 双免费,,-7,0
MenPants_Atct_2,Venda de Sapatos,"Venda de Sapatos Masculinos Compre 2 pares, ganhe o terceiro grátis",,-6,0
MenPants_Atct_2,Venta de calzado,Venta de calzado para hombre; compre dos pares y llévese el tercero gratis  ,,-5,0
MenPants_Atct_2,Offerta scarpe,"Offerta scarpe da uomo. Acquistando 2 paia di scarpe, il terzo è in omaggio",,-4,0
MenPants_Atct_2,Herrenschuhe,"Angebot für Männerschuhe - 3 Paar kaufen, 2 Paar bezahlen",,-3,0
MenPants_Atct_2,Soldes sur les chaussures,"Soldes sur les chaussures pour homme, pour 2 paires achetées, la troisième gratuite",,-2,0
MenPants_Atct_2,Shoe Sale,"Men's Shoe Sale Buy 2 pairs, get the 3rd for free",,-1,0
MenShirts_Atct_1,Proste T-shirty,"Wyprzedaż prostych T-shirtów - kup dwa, a trzeci dostaniesz za darmo",,-22,0
MenShirts_Atct_1,Cămăşi normale,"Reducere cămăşi normale Cumperi 2, o primeşti pe a 3-a pe gratis",,-21,0
MenShirts_Atct_1,Базовые футболки,Распродажа базовых футболок: при покупке двух штук третья - бесплатно,,-20,0
MenShirts_Atct_1,ベーシック T シャツ,ベーシック T シャツの特売 2 枚購入すれば、3 枚目が無料,,-10,0
MenShirts_Atct_1,기본 티,기본 티 두 장 구매 시 하나 무료 증정,,-9,0
MenShirts_Atct_1,基本款 T 恤,基本款 T 恤特賣，買二送一,,-8,0
MenShirts_Atct_1,基本款 T 恤,基本款 T 恤促销 - 购买 2 件，第 3 件免费,,-7,0
MenShirts_Atct_1,Camisetas Básicas,"Venda de Camisetas Básicas Compre 2, ganhe a terceira grátis",,-6,0
MenShirts_Atct_1,Camisetas básicas,Venta de camisetas básicas: compre 2 y llévese la tercera gratis,,-5,0
MenShirts_Atct_1,Magliette basic,"Offerta magliette basic. Acquistando due articoli, il terzo è in omaggio",,-4,0
MenShirts_Atct_1,Basic-T-Shirts,"Angebot für Basic-T-Shirts - 3 kaufen, 2 bezahlen",,-3,0
MenShirts_Atct_1,T-shirts basiques,"T-shirts basiques. Pour 2 achetés, le troisième gratuit",,-2,0
MenShirts_Atct_1,Basic Tees,"Basic Tee Sale Buy 2, get the 3rd for free",,-1,0
MenShirts_Atct_2,Koszula wizytowa,Wyprzedaż koszul wizytowych - 15% zniżki na męskie koszule wizytowe,,-22,0
MenShirts_Atct_2,Cămaşă costum,Reducere cămăşi costum 15% reducere cămăşi ' bărbaţi,,-21,0
MenShirts_Atct_2,Классическая мужская рубашка,Классическая мужская рубашка: распродажа мужских рубашек со скидкой 15%,,-20,0
MenShirts_Atct_2,ドレス・シャツ,ドレス・シャツの特売 紳士用ドレス・シャツが 15% 割引,,-10,0
MenShirts_Atct_2,정장 셔츠,남성용 정장 셔츠 15% 할인,,-9,0
MenShirts_Atct_2,正式襯衫,正式襯衫特賣 正式男士襯衫八五折,,-8,0
MenShirts_Atct_2,礼服衬衫,礼服衬衫促销 - 男士礼服衬衫 15% 折扣,,-7,0
MenShirts_Atct_2,Camisa Social,Venda de Camisas Sociais 15% de desconto em camisas sociais masculinas,,-6,0
MenShirts_Atct_2,Camisa de vestir,Venta de camisas de vestir: 15% de descuento en camisas de vestir de hombre,,-5,0
MenShirts_Atct_2,Camicia elegante,Offerta camicia elegante. 15% di sconto su camicie eleganti da uomo,,-4,0
MenShirts_Atct_2,Anzugshemd,Angebot für Anzugshemden - 15% auf alle Anzugshemden für Männer,,-3,0
MenShirts_Atct_2,Chemise de ville,"Soldes sur les chemises de ville, moins 15 % sur les chemises à manches longues pour homme",,-2,0
MenShirts_Atct_2,Dress Shirt,Dress Shirt Sale 15% off men ' s dress shirts,,-1,0
MenShoes_Atct_1,Wyprzedaż obuwia,"Wyprzedaż obuwia męskiego - kup dwie pary, a trzecią dostaniesz za darmo",,-22,0
MenShoes_Atct_1,Reduceri pantofi,"Reducere Pantofi bărbaţi' cumperi 2 perechi, pe a treia o primeşti pe gratis",,-21,0
MenShoes_Atct_1,Распродажа обуви,Распродажа мужской обуви: при покупке двух пар третья - бесплатно,,-20,0
MenShoes_Atct_1,靴の特売,紳士靴の特売 2 足購入すれば、3 足目が無料,,-10,0
MenShoes_Atct_1,신발 판매,남성용 신발 두 켤레 구매 시 한 켤레 무료 증정,,-9,0
MenShoes_Atct_1,鞋子特賣,男鞋特賣，買兩雙再送一雙,,-8,0
MenShoes_Atct_1,鞋子促销,男鞋促销 - 购买 2 双，第 3 双免费,,-7,0
MenShoes_Atct_1,Venda de Sapatos,"Venda de Sapatos Masculinos Compre 2 pares, ganhe o terceiro grátis",,-6,0
MenShoes_Atct_1,Venta de calzado,Venta de calzado para hombre; compre dos pares y llévese el tercero gratis  ,,-5,0
MenShoes_Atct_1,Offerta scarpe,"Offerta scarpe da uomo. Acquistando 2 paia di scarpe, il terzo è in omaggio",,-4,0
MenShoes_Atct_1,Herrenschuhe,"Angebot für Männerschuhe - 3 Paar kaufen, 2 Paar bezahlen",,-3,0
MenShoes_Atct_1,Soldes sur les chaussures,"Soldes sur les chaussures pour homme, pour 2 paires achetées, la troisième gratuite",,-2,0
MenShoes_Atct_1,Shoe Sale,"Men's Shoe Sale Buy 2 pairs, get the 3rd for free",,-1,0
MenShoes_Atct_2,Skórzane paski,Skórzane paski - 20% zniżki na całą kolekcję,,-22,0
MenShoes_Atct_2,Curele de piele,Curele de piele 20% reducere la întreaga colecţie,,-21,0
MenShoes_Atct_2,Кожаные ремни,Кожаные ремни: скидка 20% на всю нашу коллекцию,,-20,0
MenShoes_Atct_2,革ベルト,革ベルト コレクション全品 20% 割引,,-10,0
MenShoes_Atct_2,가죽 벨트,가죽 벨트 20% 할인 - 전체 콜렉션,,-9,0
MenShoes_Atct_2,皮帶,皮帶 全面八折,,-8,0
MenShoes_Atct_2,皮带,皮带全系列 20% 折扣,,-7,0
MenShoes_Atct_2,Cintos de Couro,Cintos de Couro 20% de desconto em toda a nossa coleção,,-6,0
MenShoes_Atct_2,Cinturones de piel ,Cinturones de piel: 20% de descuento en toda nuestra colección,,-5,0
MenShoes_Atct_2,Cinture in pelle,Cinture in pelle. 20% di sconto sull'intera collezione,,-4,0
MenShoes_Atct_2,Ledergürtel,Ledergürtel - 20% auf die gesamte Kollektion,,-3,0
MenShoes_Atct_2,Ceintures en cuir,"Ceintures en cuir, moins 20 % sur toute la collection",,-2,0
MenShoes_Atct_2,Leather Belts,Leather Belts 20% off our entire collection,,-1,0
MenSuits_Atct_1,Garnitury,Wyprzedaż garniturów - 20% zniżki na garnitury męskie,,-22,0
MenSuits_Atct_1,Costume,Reducere costume 20% reducere costume ' bărbaţi,,-21,0
MenSuits_Atct_1,Приоденься,Приоденься: распродажа мужских костюмов со скидкой 20%,,-20,0
MenSuits_Atct_1,正装,礼服の特売 紳士用スーツが 20% 割引,,-10,0
MenSuits_Atct_1,유니폼,남성용 유니폼 20% 할인,,-9,0
MenSuits_Atct_1,西裝,西裝特賣 男士西裝八折,,-8,0
MenSuits_Atct_1,西装,西装促销 - 男士西装 20% 折扣,,-7,0
MenSuits_Atct_1,Terno,Venda de Ternos 20% de desconto em ternos masculinos,,-6,0
MenSuits_Atct_1,Trajes,Venta de trajes: 20% de descuento en trajes de hombre,,-5,0
MenSuits_Atct_1,Abito da uomo,Offerta abito da uomo. 20% di sconto su completi da uomo,,-4,0
MenSuits_Atct_1,Anzüge,Angebot für Anzüge - 20% auf alle Anzüge für Männer,,-3,0
MenSuits_Atct_1,Plein feu sur les costumes,"Soldes sur les costumes, moins 20 % sur les costumes pour homme",,-2,0
MenSuits_Atct_1,Suit Up,Suit Up Sale 20% off men ' s suits,,-1,0
MenSuits_Atct_2,Wyprzedaż,Wyprzedaż jedwabnych krawatów - 50% zniżki przy zakupie garnituru,,-22,0
MenSuits_Atct_2,Cravată de mătase,Reducere cravată de mătase 50% reducere la achiziţionare costum,,-21,0
MenSuits_Atct_2,Шелковый галстук,Распродажа шелковых галстуков - скидка 50% при покупке костюма,,-20,0
MenSuits_Atct_2,絹ネクタイ,絹ネクタイの特売 スーツの購入で 50% 割引,,-10,0
MenSuits_Atct_2,실크 타이,정장용 실크 타이 50% 할인,,-9,0
MenSuits_Atct_2,絲質領帶,絲質領帶特賣 隨西裝購買打五折,,-8,0
MenSuits_Atct_2,丝绸领带,丝绸领带与西装一起购买可享受 50% 折扣,,-7,0
MenSuits_Atct_2,Gravata de Seda,Venda de Gravatas de Seda 50% de desconto com a compra de um terno,,-6,0
MenSuits_Atct_2,Corbata de seda,Corbata de seda: 50% de descuento con la compra de trajes,,-5,0
MenSuits_Atct_2,Cravatta di seta,Offerta cravatta di seta. 50% di sconto con l'acquisto dell'abito,,-4,0
MenSuits_Atct_2,Seidenkrawatten,Angebot für Seidenkrawatten - 50% bei Kauf eines Anzugs,,-3,0
MenSuits_Atct_2,Cravate en soie,"Soldes sur les cravates en soie, à moins 50 % pour l'achat d'un costume",,-2,0
MenSuits_Atct_2,Silk Tie,Silk Tie Sale 50% off with suit purchase,,-1,0
MenRow1_Content,Garnitury,Garnitury - 20% zniżki na garnitury męskie,,-22,0
MenRow1_Content,Costume,Costum 20% reducere costume 'bărbaţi,,-21,0
MenRow1_Content,Приоденься,Приоденься: скидка 20% на мужские костюмы,,-20,0
MenRow1_Content,正装,礼服 紳士用スーツが 20% 割引,,-10,0
MenRow1_Content,유니폼,남성용 유니폼 20% 할인,,-9,0
MenRow1_Content,西裝,西裝特賣 男士西裝八折,,-8,0
MenRow1_Content,西装,西装促销 - 男士西装 20% 折扣,,-7,0
MenRow1_Content,Terno,Venda de Ternos 20% de desconto em ternos masculinos,,-6,0
MenRow1_Content,Trajes,Trajes: 20% de descuento en trajes de hombre,,-5,0
MenRow1_Content,Abito da uomo,Abito da uomo. 20% di sconto su completi da uomo,,-4,0
MenRow1_Content,Anzüge,Anzüge - 20% auf alle Anzüge für Männer,,-3,0
MenRow1_Content,Plein feu sur les costumes,"Soldes sur les costumes, moins 20 % sur les costumes pour homme",,-2,0
MenRow1_Content,Suit Up,Suit Up 20% off men 's suits,,-1,0
WAcc_Atct_1,Skórzane paski,Skórzane paski - 20% zniżki na całą kolekcję,,-22,0
WAcc_Atct_1,Curele de piele,Curele de piele 20% reducere la întreaga colecţie,,-21,0
WAcc_Atct_1,Кожаные ремни,Кожаные ремни: скидка 20% на всю нашу коллекцию,,-20,0
WAcc_Atct_1,革ベルト,革ベルト コレクション全品 20% 割引,,-10,0
WAcc_Atct_1,가죽 벨트,가죽 벨트 20% 할인 - 전체 콜렉션,,-9,0
WAcc_Atct_1,皮帶,皮帶 全面八折,,-8,0
WAcc_Atct_1,皮带,皮带全系列 20% 折扣,,-7,0
WAcc_Atct_1,Cintos de Couro,Cintos de Couro 20% de desconto em toda a nossa coleção,,-6,0
WAcc_Atct_1,Cinturones de piel ,Cinturones de piel: 20% de descuento en toda nuestra colección,,-5,0
WAcc_Atct_1,Cinture in pelle,Cinture in pelle. 20% di sconto sull'intera collezione,,-4,0
WAcc_Atct_1,Ledergürtel,Ledergürtel - 20% auf die gesamte Kollektion,,-3,0
WAcc_Atct_1,Ceintures en cuir,"Ceintures en cuir, moins 20 % sur toute la collection",,-2,0
WAcc_Atct_1,Leather Belts,Leather Belts 20% off our entire collection,,-1,0
WAcc_Atct_2,Doskonała torebka,Doskonała torebka - 25% zniżki na ulubione modele,,-22,0
WAcc_Atct_2,Geanta de mână perfectă,Geanta perfectă 25% reducere la stilurile dumneavoastră preferate,,-21,0
WAcc_Atct_2,Отличная сумка,Отличная сумка: скидка 25% на ваши любимые стили,,-20,0
WAcc_Atct_2,最高のハンドバッグ,最高のハンドバッグ お気に入りのスタイルが 25% 割引,,-10,0
WAcc_Atct_2,완벽한 핸드백,완벽한 핸드백 25% 할인 - 유행 스타일,,-9,0
WAcc_Atct_2,完美手提包,完美手提包 最紅款式七五折,,-8,0
WAcc_Atct_2,完美手袋,您最喜爱的完美手袋款式享受 25% 的折扣,,-7,0
WAcc_Atct_2,Bolsa de Mão Perfeita,Bolsa de Mão Perfeita 25% de desconto em seus estilos favoritos,,-6,0
WAcc_Atct_2,Bolso perfecto,Bolso perfecto: 25% de descuento en sus estilos favoritos,,-5,0
WAcc_Atct_2,Borsetta perfetta,La borsetta perfetta. 25% di sconto sui modelli preferiti,,-4,0
WAcc_Atct_2,Perfekte Handtasche,Perfekte Handtasche - 25% auf Ihre Lieblingsmodelle,,-3,0
WAcc_Atct_2,Sac à main idéal,"Sac à main idéal, moins 25 % sur tous les styles",,-2,0
WAcc_Atct_2,Perfect Handbag,Perfect Handbag 25% off your favorite styles,,-1,0
WHB_Atct_1,Doskonała torebka,Cudowna torebka - 25% zniżki na doskonałą torebkę,,-22,0
WHB_Atct_1,Geanta de mână perfectă,Geantă de mâncă de vis 25% reducere la geanta de mână perfectă,,-21,0
WHB_Atct_1,Отличная сумка,Великолепная сумка: скидка 25% на отличную сумку,,-20,0
WHB_Atct_1,最高のハンドバッグ,最高のハンドバッグ 最高のハンドバッグ が 25% 割引,,-10,0
WHB_Atct_1,완벽한 핸드백,완벽한 Heavenly 핸드백 25% 할인,,-9,0
WHB_Atct_1,完美手提包,夢幻逸品手提包 完美手提包七五折,,-8,0
WHB_Atct_1,完美手袋,完美手袋促销 - 精美手袋 25% 折扣,,-7,0
WHB_Atct_1,Bolsa de Mão Perfeita,Bolsa Celestial 25% de desconto na bolsa de mão perfeita,,-6,0
WHB_Atct_1,Bolso perfecto,Bolso maravilloso: 25% de descuento en el bolso perfecto,,-5,0
WHB_Atct_1,Borsetta perfetta,Borsetta da sogno. 25% di sconto sulla borsetta perfetta,,-4,0
WHB_Atct_1,Perfekte Handtasche,Traumhafte Handtaschen - 25% auf die perfekte Handtasche,,-3,0
WHB_Atct_1,Sac à main idéal,"Sac à main de rêve, moins 25 % sur le sac à main idéal",,-2,0
WHB_Atct_1,Perfect Handbag,Heavenly Handbag 25% off the perfect handbag,,-1,0
WHB_Atct_2,Okulary przeciwsłoneczne,Modne okulary przeciwsłoneczne - 35% zniżki na najmodniejsze wzory sezonu,,-22,0
WHB_Atct_2,Ochelari de soare,Ochelari de soare designer 35% reducere la cele mai tare stiluri ' ale sezonului,,-21,0
WHB_Atct_2,Солнцезащитные очки,Дизайнерские солнцезащитные очки: скидка 35% на самые горячие стили сезона,,-20,0
WHB_Atct_2,サングラス,デザイナー・サングラス 季節で一番人気のスタイルが 35% 割引,,-10,0
WHB_Atct_2,선글라스,디자이너 선글라스 35% 할인 - 시즌 최고 인기 스타일,,-9,0
WHB_Atct_2,太陽眼鏡,設計師款太陽眼鏡 當季最夯六五折,,-8,0
WHB_Atct_2,墨镜,本季最流行款式的设计师墨镜 35% 折扣,,-7,0
WHB_Atct_2,Óculos de Sol,Óculos de Sol de Designer 35% de desconto nos estilos mais quentes da estação,,-6,0
WHB_Atct_2,Gafas de sol,Gafas de sol de marca: 35% de descuento en los últimos estilos de temporada,,-5,0
WHB_Atct_2,Occhiali da sole,Occhiali da sole di design. 35% di sconto sui modelli più esclusivi del momento,,-4,0
WHB_Atct_2,Sonnenbrillen,Designer-Sonnenbrillen - 35% auf die angesagtesten Styles der Saison,,-3,0
WHB_Atct_2,Lunettes de soleil,"Lunettes de soleil de créateur, moins 35 % sur les styles plébiscités cette saison",,-2,0
WHB_Atct_2,Sunglasses,Designer Sunglasses 35% off the seasona ' s hottest styles,,-1,0
WPants_Atct_1,Spodnie dżinsowe,Klasyczne spodnie dżinsowe - 20% zniżki na ulubioną parę,,-22,0
WPants_Atct_1,Blugi,Blugi clasici 20% reducere la perechea dumneavoastră preferată,,-21,0
WPants_Atct_1,Джинсы,Классические джинсы: скидка 20% на вашу любимую пару,,-20,0
WPants_Atct_1,ジーンズ,定番ジーンズ お気に入りの 1 着が 20% 割引,,-10,0
WPants_Atct_1,청바지,인기 있는 클래식 진 20% 할인,,-9,0
WPants_Atct_1,牛仔褲 ,經典款牛仔褲 最紅款式八折,,-8,0
WPants_Atct_1,牛仔裤,您最喜爱的一条经典牛仔裤可享受 20% 折扣,,-7,0
WPants_Atct_1,Confortáveis,Jeans Clássicos 20% de desconto em seu par favorito,,-6,0
WPants_Atct_1,Tejanos,Tejanos clásicos: 20% de descuento en su par favorito,,-5,0
